,eLower,eUpper,dead_asymmetry_thrown_beta,dead_asymmetry_type0_beta,dead_corrected_asymmetry_type0_beta,withoutdead_asymmetry_thrown_beta,withoutdead_asymmetry_type0_beta,withoutdead_corrected_asymmetry_type0_beta,err_dead_asymmetry_thrown_beta,err_dead_asymmetry_type0_beta,err_dead_corrected_asymmetry_type0_beta,err_withoutdead_asymmetry_thrown_beta,err_withoutdead_asymmetry_type0_beta,err_withoutdead_corrected_asymmetry_type0_beta,dead_correction_misbs,dead_correction_misbs_thrown,withoutdead_correction_misbs,withoutdead_correction_misbs_thrown,err_dead_correction_misbs,err_dead_correction_misbs_thrown,err_withoutdead_correction_misbs,err_withoutdead_correction_misbs_thrown,dead_precision_type0_corrected_asymmetry,withoutdead_precision_type0_corrected_asymmetry,dead_precision_type0_correction,withoutdead_precision_type0_correction,dead_KE;1,dead_EdepType0;1,dead_EdepType1;1,withoutdead_KE;1,withoutdead_EdepType0;1,withoutdead_EdepType1;1,dead_weighted_corrected_asymmetry_type0,withoutdead_weighted_corrected_asymmetry_type0,dead_err_weight,withoutdead_err_weight,dead_err_weight_asymmetry,withoutdead_err_weight_asymmetry,err_dead_weighted_corrected_asymmetry_type0,err_withoutdead_weighted_corrected_asymmetry_type0
33,50,675,-0.11743716159513069,-0.11895070285135838,-0.1201935831745895,-0.11694493026162793,-0.11839830669668135,-0.11959803079266496,0.0005422012808602059,0.0005653086618534507,0.000607688187692197,0.0005502056338420821,0.0005388377347779001,0.0005209473067014309,0.010421449720872052,0.01434826491099749,0.010099887446215098,0.023325767737386368,0.0012981482307904439,0.0038971948736453007,0.0015466730881009705,0.003524358608467763,-0.005055912068196584,-0.004355818429858136,0.12456503323050304,0.15313765587363862,180380298.0,175764876.0,3031677.0,180373163.0,176048282.0,3149503.0,-0.11711816909559274,-0.11673037996030353,0.00014231307408047028,0.00014272721835875498,-6.911540246366685e-05,-5.876885131167166e-05,-6.911540246366685e-05,-5.876885131167166e-05
34,75,675,-0.11738665080556278,-0.11890516652141571,-0.12004093123067058,-0.11727366704271823,-0.11862880179013109,-0.11973655565999075,0.0005709438580460113,0.0005964857411800909,0.0006296630211433036,0.0005089439377798674,0.0005362105000159334,0.0005385578466371128,0.009532150345583669,0.013531904868102363,0.009332589868613458,0.022878175041472066,0.0011510304707164623,0.0039555276102472585,0.0014928692682228586,0.003559756756976382,-0.005245402669638938,-0.0044978565123121265,0.12075244608890848,0.15996302090200543,173943243.0,169210188.0,2929319.0,173933845.0,169458073.0,3034225.0,-0.11677457652802783,-0.1166554214322076,0.0001445006155719572,0.0001448885147982952,-7.144640404191363e-05,-6.074844871049055e-05,-7.144640404191363e-05,-6.074844871049055e-05
35,100,675,-0.11743653940400368,-0.11892447980108527,-0.11998727565819102,-0.11730734364920482,-0.11867945108858709,-0.11968416449415518,0.0006108906050386954,0.0006400968083099982,0.000674743067386444,0.0005449637127847226,0.0005743868219446372,0.000576829962032878,0.008921974435822525,0.012649555426211687,0.008468988839549793,0.022560494514154473,0.0011518423808708394,0.004040460040790564,0.0014723906683346678,0.003719714887958588,-0.0056234551846030024,-0.00481960136055466,0.1291017351771475,0.17385672554658124,166446887.0,161647943.0,2804007.0,166440583.0,161883298.0,2898660.0,-0.11652784047754855,-0.11640711007776476,0.00014728860783211277,0.0001476762884360101,-7.650584633925133e-05,-6.503174954168284e-05,-7.650584633925133e-05,-6.503174954168284e-05
36,125,675,-0.11745177231091261,-0.11879093790755282,-0.11979260559346706,-0.11718710789082541,-0.11858911051879092,-0.11944532377387052,0.0006639844084045533,0.0006911388692470081,0.0007230795722848027,0.0005868899332211852,0.0006223978846535545,0.0006076495179471119,0.00841378646615416,0.011757297190956896,0.007224143501734355,0.022229974184372513,0.0012084157680353298,0.004084053785506752,0.0013752630953647765,0.0038980815945093817,-0.006036095205564475,-0.005087260838251747,0.1436232988436753,0.19037040100803737,158120667.0,153312104.0,2662322.0,158115741.0,153534572.0,2748236.0,-0.11614962645696784,-0.11598457273790744,0.00015068751860149838,0.00015108054923862113,-8.182301588988265e-05,-6.832247551148408e-05,-8.182301588988265e-05,-6.832247551148408e-05
37,150,675,-0.11748685679508941,-0.11902947454826225,-0.1199736685990596,-0.11709819813689086,-0.11866900338612149,-0.11943553596790438,0.0007310353315334517,0.0007476399856050439,0.0007895180155063897,0.000644020451439504,0.0006846770115245438,0.0006702171052736044,0.007923192618112468,0.011159020084267468,0.006468216189789788,0.022966020312788802,0.0012936756991869026,0.00462993645097536,0.0014399714261534213,0.004272931763848243,-0.006580760801312849,-0.00561153847422521,0.16327707296040636,0.2226226495685852,149146047.0,144373660.0,2509932.0,149140969.0,144586342.0,2587845.0,-0.11613474166883757,-0.11578808536780208,0.00015471123724134222,0.0001551217203841462,-8.94636065534529e-05,-7.53903677536432e-05,-8.94636065534529e-05,-7.53903677536432e-05
38,175,675,-0.11777574678392147,-0.11894190528124612,-0.11982851574950695,-0.11720884800628235,-0.1185801676566995,-0.11935259230541069,0.0007963814284233928,0.000833417162847778,0.0008775280635710831,0.000715180798258937,0.0007628856237783427,0.0007469386942242799,0.007442936054206951,0.010125445837038267,0.006522167013454557,0.02253575889524119,0.00141541282839643,0.00463236618983585,0.0016090657893932606,0.004486251437995865,-0.007323198973819333,-0.00625825279364643,0.190168613311732,0.2467072348920112,139683225.0,134986161.0,2349513.0,139679109.0,135186071.0,2421174.0,-0.11579909698787368,-0.11551339447213473,0.0001593960242035203,0.00015981945050958378,-9.932821004504155e-05,-8.400478936097288e-05,-9.932821004504155e-05,-8.400478936097288e-05
39,200,675,-0.11719355888305369,-0.11816694428543595,-0.11896645260526326,-0.11699648958795779,-0.11833286576653497,-0.11890991153157676,0.0008308499828651982,0.0008256998515103001,0.0008540206506895191,0.0007975581450804818,0.0008501644088343117,0.0008035891587018975,0.006730867688405692,0.008884515530385802,0.0048755296692446735,0.022102323619216806,0.0015509040381343536,0.004750776620985161,0.0015469796423313465,0.004735239141091839,-0.007178667868018248,-0.006757966164061125,0.230416657989857,0.31729468330176475,129876891.0,125287145.0,2184913.0,129873488.0,125478475.0,2250540.0,-0.1147622728179661,-0.11488591390851971,0.00016479241647822474,0.00016524225049356539,-9.567704106018379e-05,-8.998462102237297e-05,-9.567704106018379e-05,-8.998462102237297e-05
40,225,675,-0.11633471078205816,-0.11746660474188425,-0.11833724151930773,-0.11704875215290472,-0.11859323895284503,-0.11921299966496723,0.0008077765409652756,0.0008540155898399554,0.0009071980378726671,0.0009105784978859407,0.0009609160369095728,0.0009025468132655612,0.007359562134130993,0.008261452491797827,0.005225246755845429,0.024960816953507926,0.0017419226005603453,0.005775982816285673,0.001756903218680826,0.005436692718078639,-0.007666209100578452,-0.007570875792086875,0.236688347596379,0.3362335408783129,119852212.0,115400439.0,2016991.0,119844111.0,115578680.0,2076908.0,-0.11394174036084657,-0.11497003086048471,0.0001709853396343139,0.00017147320956546215,-0.00010097329541966166,-0.0001013289024247608,-0.00010097329541966166,-0.0001013289024247608
41,250,675,-0.11624006868808617,-0.11697485500330285,-0.11786261704956992,-0.11707676918893438,-0.1184475643224288,-0.11886972798171758,0.0009321630994865513,0.0009479638636446102,0.0010146845742271839,0.0010524068467191437,0.0011092511009229914,0.001026210216666411,0.007517607676219825,0.006525858561200047,0.0035528678434400295,0.024393881720110477,0.0020169791001552542,0.00591260380035194,0.0017978150324607254,0.005764088622651703,-0.008609045001948618,-0.008633066080745506,0.26830065986756546,0.5060179865063623,109723149.0,105437670.0,1846303.0,109719521.0,105611598.0,1902404.0,-0.11325923321621882,-0.11441921921965471,0.00017808325918174008,0.00017861021782845737,-0.00011244853605373515,-0.00011489440718380444,-0.00011244853605373515,-0.00011489440718380444
42,275,675,-0.11596630639537871,-0.11694227626291422,-0.11764685197059951,-0.1174734534844479,-0.1190720600353806,-0.1192989383824173,0.001079341202697056,0.001110684506765479,0.0011826451573175084,0.0012101680151090416,0.0012500038418890365,0.0011772549034394573,0.005975285714297291,0.004339761077710703,0.0018994494859425925,0.02484802210683562,0.0021899081719600356,0.006514104539992304,0.001875771478230718,0.00642478103968155,-0.01005250151200864,-0.009868108797965342,0.3664943028113551,0.9875342788070385,99605078.0,95519428.0,1675953.0,99603956.0,95683340.0,1726971.0,-0.11282115562654686,-0.11460308748062059,0.00018624343423717863,0.00018680699349350323,-0.00013084963861372824,-0.00013225836533740148,-0.00013084963861372824,-0.00013225836533740148
43,300,675,-0.11593791941797628,-0.11712404743944434,-0.11785364459703272,-0.11756994918879507,-0.11954532745849424,-0.11960692037941631,0.0012787451149732516,0.0013139271979051782,0.001398436189836001,0.001432807738821219,0.0014583112998625377,0.0013857553493403583,0.0061744418062961645,0.001510565620881629,0.0004987091858343188,0.026191344895971302,0.002592516257270006,0.007334952549617525,0.002072712807325809,0.00736384560494848,-0.011865871391738107,-0.011585912796220102,0.41987864467786884,4.156155262827675,89611261.0,85747840.0,1506633.0,89605228.0,85901449.0,1551854.0,-0.11277260633932186,-0.11466303920368899,0.00019560552148044792,0.0001962478918884491,-0.00015498843464637214,-0.00015608743383362024,-0.00015498843464637214,-0.00015608743383362024
