,eLower,eUpper,dead_asymmetry_thrown_beta,dead_asymmetry_type0_beta,dead_corrected_asymmetry_type0_beta,withoutdead_asymmetry_thrown_beta,withoutdead_asymmetry_type0_beta,withoutdead_corrected_asymmetry_type0_beta,err_dead_asymmetry_thrown_beta,err_dead_asymmetry_type0_beta,err_dead_corrected_asymmetry_type0_beta,err_withoutdead_asymmetry_thrown_beta,err_withoutdead_asymmetry_type0_beta,err_withoutdead_corrected_asymmetry_type0_beta,dead_correction_misbs,dead_correction_misbs_thrown,withoutdead_correction_misbs,withoutdead_correction_misbs_thrown,err_dead_correction_misbs,err_dead_correction_misbs_thrown,err_withoutdead_correction_misbs,err_withoutdead_correction_misbs_thrown,dead_precision_type0_corrected_asymmetry,withoutdead_precision_type0_corrected_asymmetry,dead_precision_type0_correction,withoutdead_precision_type0_correction,dead_KE;1,dead_EdepType0;1,dead_EdepType1;1,withoutdead_KE;1,withoutdead_EdepType0;1,withoutdead_EdepType1;1,dead_weighted_corrected_asymmetry_type0,withoutdead_weighted_corrected_asymmetry_type0,dead_err_weight,withoutdead_err_weight,err_dead_weighted_corrected_asymmetry_type0,err_withoutdead_weighted_corrected_asymmetry_type0
20,275,625,-0.11658451484122502,-0.11786082975213479,-0.11832333915285315,-0.1169161478447557,-0.11832360640601183,-0.11858329867884883,0.0011531842020237905,0.0011341248729413566,0.0012336951511572186,0.0013221792661955271,0.0013371416691670425,0.001277999410270866,0.003932253681872774,0.01300297998230295,0.0021883317136594882,0.01903067743053513,0.002661041970853878,0.0035276248124083017,0.002087924528234192,0.005493716025191174,-0.010426473424346987,-0.01077722937807613,0.6767218460805232,0.9541170176355998,96062723.0,92349020.0,1615237.0,96064935.0,92495187.0,1632726.0,-0.11374905970439354,-0.11417677414112627,0.00019046232947221426,0.0001909795795051969,-0.00013766511221086712,-0.0001432322954153797
21,300,625,-0.11778769219206152,-0.11917402873908703,-0.11950000552728923,-0.11689237525679974,-0.11869530925439983,-0.11878157065613427,0.0011861743120812247,0.0011192530747505217,0.0013111869340430935,0.001594369292998091,0.001598973815396179,0.0015384560671943387,0.0027658726818096824,0.01185695278180171,0.0007262076074119458,0.019506061470672027,0.0031207718910273986,0.004013113573681007,0.0023572216568690813,0.0064645819823399555,-0.010972275091181217,-0.012951976124714493,1.1283136463770664,3.2459335771346893,86067253.0,82573992.0,1447340.0,86066207.0,82708349.0,1462643.0,-0.11464979021010857,-0.1141473284699965,0.0002005135229406205,0.00020108948481212968,-0.0001474639234134205,-0.0001727734661249359
22,50,650,-0.11765531612563022,-0.11897957289297277,-0.12043911562091415,-0.11679856268786347,-0.11816942567926238,-0.11947090342916089,0.0006274931572221193,0.0006280592326378539,0.0007483082188731522,0.0005420690369677672,0.000558555204335121,0.0005391823008796858,0.012275839482579964,0.00525877233795689,0.010949681704416216,0.022529699301470512,0.0016804344447976132,0.0025890996514118824,0.001759519644293064,0.00326500901290124,-0.006213166005207773,-0.004513084654117382,0.13688957461379603,0.16069139649816636,178893152.0,174567237.0,2943642.0,178894001.0,174840331.0,2990586.0,-0.11752671024918004,-0.11676373821178904,0.00014326399520152143,0.00014365457498019543,-8.586807579118744e-05,-6.090651664783392e-05
23,75,650,-0.1178722171526943,-0.11897304929983046,-0.12040898642101723,-0.11712799607618003,-0.11843510515078554,-0.11962261884829369,0.0006369950818184077,0.0006653588919376675,0.000792367116169354,0.0004983507140256231,0.0005476267756732771,0.0005567239708906979,0.012080058190256081,0.004874463390651536,0.010002914138320015,0.022090994087198577,0.0017721197819113178,0.0024779379846621014,0.0016660771601645092,0.003292663478816608,-0.006580631061861072,-0.0046540025310492445,0.14669795078807904,0.16655917836802767,172459408.0,167983718.0,2857183.0,172454683.0,168228821.0,2898336.0,-0.11728411603740393,-0.11669136368874844,0.00014544923987330578,0.00014582947726766456,-9.082330659020199e-05,-6.287812211132775e-05
24,100,650,-0.1176439944328048,-0.11859781179853146,-0.1198728514797591,-0.1171499007059058,-0.1185092822069399,-0.11955381267801748,0.0006630460998393301,0.0006609312664639195,0.0007565366035435238,0.0005351800351971918,0.0005867025358625344,0.0005968789057125263,0.010745405773599554,0.004434089551052312,0.008808411685963956,0.021747626278930864,0.001649564704404507,0.0023646604214206013,0.0015571611605479149,0.0034317451871454427,-0.006311158817067661,-0.004992554334674725,0.15351348652252217,0.17678115147924148,164960630.0,160403604.0,2742257.0,164961421.0,160638614.0,2779452.0,-0.11656137224445672,-0.11642091011699249,0.0001482721789449252,0.0001486505771835755,-8.605234750946301e-05,-6.736450576812847e-05
25,125,650,-0.11712466978959936,-0.11821135646796414,-0.11931052158088816,-0.11700832606279649,-0.1184166021595255,-0.1192982380664409,0.000631044728003548,0.000673229153320712,0.0007345026780427654,0.0005754196227860882,0.0006374350491196032,0.0006285576510581459,0.009281204251057244,0.0037197189276304546,0.0074434838587258065,0.021407513016771025,0.0015189921259165372,0.00233822698641252,0.0014317784880426127,0.0035938422001381954,-0.0061562271986615996,-0.005268792408384797,0.16366325800269996,0.1923532737112307,156629817.0,152051945.0,2609053.0,156636579.0,152277915.0,2641711.0,-0.11582339309850895,-0.11597857328032714,0.00015172614053280073,0.00015210578838749443,-8.291277071541835e-05,-7.073443942638808e-05
26,150,650,-0.11667406013492784,-0.11779337016511396,-0.11888254573083716,-0.11689308858757297,-0.11849497393847896,-0.11928488487497149,0.0006349796828314855,0.000696245325822988,0.0007661562534553669,0.0006316162237966911,0.0007036464901612106,0.0006955263181505584,0.009221457641795435,0.002961428082750019,0.006670343185257826,0.02219870034588429,0.001683887681098409,0.0023304289463584593,0.0015047779382756465,0.003950215666818548,-0.006444648781243521,-0.005830800095750393,0.182605369618176,0.22559228160874348,147656774.0,143106337.0,2462554.0,147661807.0,143319660.0,2491764.0,-0.11521886325902728,-0.11577719039710828,0.00015582108101293624,0.00015621537646000794,-8.607342396465116e-05,-7.83033125295998e-05
27,175,650,-0.11642483408273864,-0.11719047417547708,-0.11823029013980105,-0.1169778770894122,-0.11839603913238869,-0.11919030429334665,0.0006941764802442958,0.0006882420406239691,0.0007609641815043636,0.0007052283155338482,0.0007865863950064111,0.0007776572994156283,0.00883285971422684,0.0024614660712159757,0.006711431069185477,0.021768266325723564,0.0018784233030934962,0.0021820516323981997,0.0016878632590590242,0.004147831919087185,-0.006436287863326427,-0.006524501334451565,0.21266309710183356,0.2514908134583388,138196414.0,133713612.0,2307677.0,138199947.0,133910612.0,2334053.0,-0.11439514734731672,-0.1154909747714178,0.00016059586097948538,0.00016100041882213017,-8.480573624416196e-05,-8.752517468705037e-05
28,200,650,-0.11609567651185491,-0.11732220371108613,-0.11838804397950885,-0.11671895653870099,-0.11812021617733713,-0.11872252841863262,0.0007618875681657356,0.0007775167028719413,0.0008589122981653038,0.0007843295370174017,0.0008777741797907141,0.0008376920207570673,0.009041885413679009,0.01590100505002974,0.005094969117765733,0.021337413395438345,0.0021275663086401477,0.0026157978825291726,0.0016607820330178098,0.00438147252383108,-0.007255059457811199,-0.007055880900744005,0.23530118015225682,0.3259650833263741,128388161.0,124003258.0,2146452.0,128394326.0,124195677.0,2171151.0,-0.11434467981597136,-0.11484015884084954,0.000166101326632236,0.00016653411555322967,-9.58840205501874e-05,-9.385337991084913e-05
29,225,650,-0.11620036895101653,-0.11714674279649948,-0.1179862912717084,-0.11672416435183602,-0.11837790494885002,-0.11902628717726545,0.0008725489841277577,0.0008879918573536605,0.0009589166167471158,0.0009004739604041638,0.000997730498781871,0.0009463845938718889,0.007135828479656558,0.014626714754563622,0.005472335918136292,0.024447077388755102,0.0021758102628780763,0.0024241534692816184,0.0018948134448377489,0.0050259696823227425,-0.008127356207331281,-0.007951055319926443,0.3049134755804552,0.34625313087195564,118357893.0,114106752.0,1981956.0,118364949.0,114289346.0,2004268.0,-0.11374849734390419,-0.11492791263989692,0.00017244446076600787,0.0001729038671980611,-0.00010667476543161654,-0.0001063164323985853
