,eLower,eUpper,dead_asymmetry_thrown_beta,dead_asymmetry_type0_beta,dead_corrected_asymmetry_type0_beta,err_dead_asymmetry_thrown_beta,err_dead_asymmetry_type0_beta,err_dead_corrected_asymmetry_type0_beta,dead_correction_misbs,dead_correction_misbs_thrown,err_dead_correction_misbs,err_dead_correction_misbs_thrown,threshold,thickness,dead_precision_type0_corrected_asymmetry,dead_precision_type0_correction,n_KE,n_Type0,n_Type1,weighted_corrected_asymmetry_type0,dead_err_weight,err_dead_weighted_corrected_asymmetry_type0
185,175,600,-0.11737408110461797,-0.11772427406004257,-0.11893539096737392,0.0006637021360503965,0.0007849472123219394,0.0007798290045336419,0.010257233457994893,,0.0018878125684692307,,75,dead_layer_0,-0.006556744785474013,0.1840469534207389,133440162.0,130092212.0,1495016.0,-0.11595135875232596,0.00016560893671317844,-8.807959038634881e-05
186,190,600,-0.11715244661038504,-0.117487037155782,-0.11847365489900583,0.0007489007371738437,0.0008900122287812851,0.0008497516467071329,0.008364021980511846,,0.0018324893503274358,,75,dead_layer_0,-0.007172494572160478,0.21909188600856527,123634541.0,120292353.0,1447847.0,-0.11527098010831284,0.0001714518306394784,-9.554520608583131e-05
187,200,600,-0.11715244661038504,-0.117487037155782,-0.11847365489900583,0.0007489007371738437,0.0008900122287812851,0.0008497516467071329,0.008364021980511846,,0.0018324893503274358,,75,dead_layer_0,-0.007172494572160478,0.21909188600856527,123634541.0,120292353.0,1447847.0,-0.11527098010831284,0.0001714518306394784,-9.554520608583131e-05
188,225,600,-0.11724107943335746,-0.11781461066936624,-0.11881758849570222,0.0008698918734311367,0.001018002855433656,0.000968026694123141,0.008480318953191079,,0.0021321238412534416,,75,dead_layer_0,-0.008147166647454351,0.25142024174115996,113605164.0,110312971.0,1378812.0,-0.11537434331784717,0.00017823483381611166,-0.00010916919261238458
189,250,600,-0.11731021079232154,-0.11761808633419478,-0.11837903284091301,0.0010265605399802872,0.0011982200998198777,0.0011136162642786383,0.006428963129281027,,0.002195331993062309,,75,dead_layer_0,-0.009407208671616728,0.341475281303693,103480574.0,100275943.0,1293687.0,-0.1147130199485608,0.00018608243557377972,-0.00012513860077301722
190,275,600,-0.11784657136913547,-0.11839888245487734,-0.11890807484419026,0.0011870271139096632,0.0013586131312533422,0.0012985434158111428,0.004285113340414255,,0.002277121641738169,,75,dead_layer_0,-0.010920565466329121,0.5314028966893167,93365009.0,90286166.0,1195827.0,-0.11498691318203574,0.00019519471402450612,-0.0001465556155287089
191,300,600,-0.11805114329858071,-0.1189624331272935,-0.11921163455636982,0.0014432284508668542,0.0016236744857365364,0.0015758855102162375,0.0020788209196909613,,0.0024204062922126217,,75,dead_layer_0,-0.013219225758296873,1.1643168823663947,83366281.0,80450447.0,1088950.0,-0.11504206703979754,0.00020582282885186806,-0.00017836809312024197
192,50,625,-0.11675882023682696,-0.11708420682452177,-0.11914964402017561,0.000563842933787175,0.0005600531355951174,0.000554622647827514,0.017382058365185638,,0.0027246002673700373,,75,dead_layer_0,-0.004654840997540872,0.1567478494277245,176834142.0,167465788.0,1550608.0,-0.11283731071434269,0.00013674677986601493,-6.064078355580919e-05
193,75,625,-0.11709826037857737,-0.11708420682452177,-0.11914964402017561,0.0005200991381094986,0.0005600531355951174,0.000554622647827514,0.017382058365185638,,0.0027246002673700373,,75,dead_layer_0,-0.004654840997540872,0.1567478494277245,170394824.0,167465788.0,1550608.0,-0.11710149731871078,0.00014863731451068005,-6.283699240909996e-05
194,100,625,-0.1171183387668837,-0.1173311889402983,-0.11909083279747909,0.000560170414947153,0.0005767556878385481,0.0005972964681709699,0.014851137790096818,,0.0022189794754879522,,75,dead_layer_0,-0.005015469739696147,0.14941477931526795,162901562.0,159692509.0,1550608.0,-0.1167448221787396,0.00015133922694138673,-6.758488224069948e-05
195,125,625,-0.11696721239918588,-0.11734378680412412,-0.1188369726598312,0.0006038505566047738,0.0006320486748535787,0.0006316899498004101,0.012619664579719823,,0.0018896986481381334,,75,dead_layer_0,-0.005315601160664129,0.1497423831038216,154576720.0,151185016.0,1550608.0,-0.11622946594395418,0.00015474007094244967,-7.123571124338025e-05
196,150,625,-0.11684127809420569,-0.11751553053774007,-0.11876044708735248,0.0006649958632603303,0.0006938559074688162,0.0007003921575443664,0.010536448400872712,,0.0016006444950189447,,75,dead_layer_0,-0.005897520384284201,0.1519149939448635,145601948.0,142106352.0,1550608.0,-0.11590925897140254,0.0001588493535940278,-7.894151773086667e-05
197,175,625,-0.11692237600296063,-0.1174394019033751,-0.11862404334151708,0.0007462637964273685,0.0007803749474755216,0.0007846330975040919,0.010026147137070802,,0.001775145302316907,,75,dead_layer_0,-0.0066144524786188865,0.177051591009817,136140088.0,132596471.0,1532836.0,-0.11553635489670178,0.00016368233621385055,-8.835036523486124e-05
198,190,625,-0.11664028008777666,-0.11716892681026145,-0.11813811433434138,0.0008330337676155966,0.0008757691652968026,0.0008460862164528921,0.008212729001298642,,0.0017050113376865746,,75,dead_layer_0,-0.00716183952334293,0.20760594163243046,126334467.0,122796612.0,1485667.0,-0.11482978899436648,0.0001693140311391823,-9.479285111903348e-05
199,200,625,-0.11664028008777666,-0.11716892681026145,-0.11813811433434138,0.0008330337676155966,0.0008757691652968026,0.0008460862164528921,0.008212729001298642,,0.0017050113376865746,,75,dead_layer_0,-0.00716183952334293,0.20760594163243046,126334467.0,122796612.0,1485667.0,-0.11482978899436648,0.0001693140311391823,-9.479285111903348e-05
200,225,625,-0.11663130731385259,-0.11741717404634952,-0.11839847744662393,0.0009622894495259376,0.0010023140830163844,0.0009664406587268897,0.00829390410161858,,0.0019693334293210837,,75,dead_layer_0,-0.008162610529874235,0.23744347718425662,116305090.0,112817230.0,1416632.0,-0.11484783909066736,0.00017583383976396442,-0.0001085287474262203
201,250,625,-0.11657723260871732,-0.11715699148743387,-0.11790966174231288,0.0011262941153740752,0.001165190083583789,0.001095365091105941,0.0063619878289663855,,0.0020038189326932088,,75,dead_layer_0,-0.009289867131497842,0.31496742630813296,106180500.0,102780202.0,1331507.0,-0.11413375197542476,0.00018335181614965196,-0.00012246904447575502
202,275,625,-0.1169161478447557,-0.11777689214031668,-0.11829649800006899,0.0013221792661955271,0.0013357379051544063,0.0012823156889569705,0.004385570108586355,,0.0020580701017691968,,75,dead_layer_0,-0.010839844886669617,0.4692822257566406,96064935.0,92790425.0,1233647.0,-0.11426419354198336,0.00019204625652296584,-0.00014383526095197325
203,300,625,-0.11689237525679974,-0.1181476200253005,-0.1184332916209125,0.001594369292998091,0.0015975679444944074,0.0015463300881095783,0.0024106908995693553,,0.002175563912865529,,75,dead_layer_0,-0.013056549108329716,0.90246489637231,86066207.0,82954706.0,1126770.0,-0.1141516424329593,0.00020213741304845158,-0.00017368085008274338
204,50,650,-0.11679856268786347,-0.11727344113903107,-0.11927357221093973,0.0005420690369677672,0.0005744551394252816,0.0005477659760595048,0.016840996433656826,,0.0026773560254274528,,75,dead_layer_0,-0.004592517570369741,0.15897848063649855,178894001.0,169355380.0,1579210.0,-0.11291391009663393,0.0001358715372597153,-5.991746454568801e-05
205,75,650,-0.11712799607618003,-0.11727344113903107,-0.11927357221093973,0.0004983507140256231,0.0005744551394252816,0.0005477659760595048,0.016840996433656826,,0.0026773560254274528,,75,dead_layer_0,-0.004592517570369741,0.15897848063649855,172454683.0,169355380.0,1579210.0,-0.11713002392484255,0.00014754142469913743,-6.206089027400603e-05
206,100,650,-0.1171499007059058,-0.11752859213408144,-0.1192282504079412,0.0005351800351971918,0.00058996563130019,0.0005888675086172673,0.014353800620826371,,0.0021882008156622777,,75,dead_layer_0,-0.004938993121197774,0.1524474857542155,164961421.0,161582101.0,1579210.0,-0.1167857980531657,0.00015018052687717638,-6.663648932976402e-05
207,125,650,-0.11700832606279649,-0.1175628972534435,-0.1189997643739187,0.0005754196227860882,0.0006439954370041475,0.0006247954408971794,0.012151548512595776,,0.001867889791750227,,75,dead_layer_0,-0.005250392252323791,0.15371619426232402,156636579.0,153074608.0,1579210.0,-0.11629366780048209,0.00015349987409744495,-7.048605033797045e-05
208,150,650,-0.11689308858757297,-0.11775613246204027,-0.11894774638944126,0.0006316162237966911,0.0007024436234630544,0.0006909609393127232,0.010092528491273891,,0.0015879825381723187,,75,dead_layer_0,-0.005808945190524924,0.15734238843569334,147661807.0,143995944.0,1579210.0,-0.1159947407931977,0.00015750637064691522,-7.791934571483055e-05
209,175,650,-0.1169778770894122,-0.11771890274650275,-0.1188451146184687,0.0007052283155338482,0.0007875286443938735,0.000772446294078946,0.009539028347803492,,0.0017485579707663204,,75,dead_layer_0,-0.006499604940083139,0.18330566877589297,138199947.0,134486063.0,1561438.0,-0.11565135818627777,0.00016221185274927904,-8.704335666826533e-05
210,190,650,-0.11671895653870099,-0.11750712787383112,-0.1184190305207463,0.0007843295370174017,0.000885456728405748,0.000839764367140062,0.007732212158068811,,0.0016714396645151513,,75,dead_layer_0,-0.00709146463577018,0.21616577899649977,128394326.0,124686204.0,1514269.0,-0.1149990023468171,0.00016768558705945415,-9.422059824054657e-05
211,200,650,-0.11671895653870099,-0.11750712787383112,-0.1184190305207463,0.0007843295370174017,0.000885456728405748,0.000839764367140062,0.007732212158068811,,0.0016714396645151513,,75,dead_layer_0,-0.00709146463577018,0.21616577899649977,128394326.0,124686204.0,1514269.0,-0.1149990023468171,0.00016768558705945415,-9.422059824054657e-05
212,225,650,-0.11672416435183602,-0.11780167657637643,-0.11871492654433811,0.0009004739604041638,0.0010034426125962838,0.00094994310155359,0.0077251172109639695,,0.0019197509814238296,,75,dead_layer_0,-0.00800188425504186,0.24850768331374945,118364949.0,114706822.0,1445234.0,-0.11504598331609528,0.00017400933396317564,-0.00010683478398835854
213,250,650,-0.11669085885803655,-0.11763038156700577,-0.1183156992987458,0.0010467061295092153,0.0011642155910405643,0.0010813979279655037,0.005795620559138216,,0.0019333706107725402,,75,dead_layer_0,-0.0091399360725155,0.3335916475284269,108240359.0,104669794.0,1360109.0,-0.1144127752991439,0.0001812829286229915,-0.0001211880300845255
214,275,650,-0.1170296237302538,-0.11830602870923422,-0.11875997475147636,0.0012167847577100469,0.001315730347423293,0.0012491295976266295,0.003831882611006814,,0.0019604643152982453,,75,dead_layer_0,-0.010518102586672207,0.5116190954459171,98124794.0,94680017.0,1262249.0,-0.11459077741747262,0.00018966936733121276,-0.00014046364790319197
215,300,650,-0.11703231466790721,-0.11876543661437039,-0.11898849916680843,0.001453092613341805,0.001550382994778812,0.001487974488325192,0.0018779587765568662,,0.0020392517852204158,,75,dead_layer_0,-0.012505195869721996,1.0858874064100978,88126066.0,84844298.0,1155372.0,-0.11455743050962296,0.00019936748738046527,-0.00016763583673958747
216,50,675,-0.11694493026162793,-0.11735714469916989,-0.11933036383755048,0.0005502056338420821,0.0005619028683891942,0.000531490168193021,0.0166150515687227,,0.002590856221179661,,75,dead_layer_0,-0.004453939057091631,0.15593428708080956,180373163.0,170694180.0,1599327.0,-0.1129269912750398,0.0001352281808858454,-5.8093972026752526e-05
217,75,675,-0.11727366704271823,-0.11735714469916989,-0.11933036383755048,0.0005089439377798674,0.0005619028683891942,0.000531490168193021,0.0166150515687227,,0.002590856221179661,,75,dead_layer_0,-0.004453939057091631,0.15593428708080956,173933845.0,170694180.0,1599327.0,-0.11710773486524335,0.00014674162442629863,-6.01520477472819e-05
218,100,675,-0.11730734364920482,-0.11761236354536295,-0.11929143884254773,0.0005449637127847226,0.0005750265399828442,0.0005702419313987873,0.014180462818607612,,0.002111078532345711,,75,dead_layer_0,-0.004780241875961,0.14887232944016132,166440583.0,162920901.0,1599327.0,-0.11676880931025262,0.00014933525139682432,-6.446136391106551e-05
219,125,675,-0.11718710789082541,-0.11765484955690497,-0.11907695042811955,0.0005868899332211852,0.0006257132413418955,0.0006048139234902536,0.012026496983388117,,0.0017944306523229906,,75,dead_layer_0,-0.005079185529321627,0.14920642767395945,158115741.0,154413408.0,1599327.0,-0.11628872377642022,0.00015259573199036264,-6.816933555155638e-05
220,150,675,-0.11709819813689086,-0.11785352459215631,-0.11903656070550311,0.000644020451439504,0.0006793348669043353,0.000666976288632855,0.010018795330353998,,0.001517954763518585,,75,dead_layer_0,-0.005603121298866798,0.15151070697288618,149140969.0,145334744.0,1599327.0,-0.11599862997252455,0.000156528146458392,-7.515037839283132e-05
221,175,675,-0.11720884800628235,-0.11783170851673776,-0.11895043950728923,0.000715180798258937,0.0007589771223891726,0.0007434905004037822,0.009474099180851342,,0.0016642419287242213,,75,dead_layer_0,-0.006250422474128155,0.17566228693150251,139679109.0,135824863.0,1581555.0,-0.11566817160802012,0.00016114193633763097,-8.371815616651176e-05
222,190,675,-0.11699648958795779,-0.117646135292479,-0.11855768365693813,0.0007975581450804818,0.0008513785040123239,0.0008087731202777509,0.007726274286371,,0.0015825412819303805,,75,dead_layer_0,-0.006821768908863299,0.20482592557216783,129873488.0,126025004.0,1534386.0,-0.11504451591456728,0.00016650236262107107,-9.070456749328747e-05
223,200,675,-0.11699648958795779,-0.117646135292479,-0.11855768365693813,0.0007975581450804818,0.0008513785040123239,0.0008087731202777509,0.007726274286371,,0.0015825412819303805,,75,dead_layer_0,-0.006821768908863299,0.20482592557216783,129873488.0,126025004.0,1534386.0,-0.11504451591456728,0.00016650236262107107,-9.070456749328747e-05
224,225,675,-0.11704875215290472,-0.11795220975874943,-0.11886497858504423,0.0009105784978859407,0.0009581497276362212,0.0009083990480324342,0.007718459071352909,,0.0018087799479414202,,75,dead_layer_0,-0.0076422766305594605,0.23434469642453815,119844111.0,116045622.0,1465351.0,-0.11509752343123592,0.0001726858826920809,-0.00010211462206037347
225,250,675,-0.11707676918893438,-0.11781713275113351,-0.11851264269164923,0.0010524068467191437,0.0011067218525766646,0.0010323720784892665,0.005877792336263363,,0.0018132218333643444,,75,dead_layer_0,-0.008711071283553536,0.30848688242651456,109719521.0,106008594.0,1380226.0,-0.11450431526187678,0.0001797852925128652,-0.00011568592919647485
226,275,675,-0.1174734534844479,-0.11849475509167144,-0.11897312559850448,0.0012101680151090416,0.001238195746632829,0.0011810869831100882,0.004032042477683262,,0.0018356128274810471,,75,dead_layer_0,-0.009927342642874423,0.4552563217378991,99603956.0,96018817.0,1282366.0,-0.11469081383435029,0.00018795311359566058,-0.0001327994252930094
227,300,675,-0.11756994918879507,-0.1189676832386781,-0.11923395762757567,0.001432807738821219,0.0014443616337382456,0.0013937231727610636,0.0022340168834724845,,0.001914988571140913,,75,dead_layer_0,-0.01168897854681905,0.8571952098071506,89605228.0,86183098.0,1175489.0,-0.11468027127998828,0.00019737366968538943,-0.0001570265420575806
228,50,740,-0.11682894915077961,-0.11726035454659138,-0.11916691041051147,0.0005532645324616536,0.0005322643538806261,0.0005162733608429131,0.016035664969137196,,0.0024556853071353558,,75,dead_layer_0,-0.004332355005801793,0.15313897564345813,181898675.0,172029069.0,1619310.0,-0.1127010554283955,0.0001345113694531942,-5.627438998557205e-05
229,75,740,-0.11713691455524308,-0.11726035454659138,-0.11916691041051147,0.000525124059794615,0.0005322643538806261,0.0005162733608429131,0.016035664969137196,,0.0024556853071353558,,75,dead_layer_0,-0.004332355005801793,0.15313897564345813,175459357.0,172029069.0,1619310.0,-0.1168371582116689,0.0001458617111602873,-5.8248566276493946e-05
230,100,740,-0.11715778885573455,-0.11749685285361648,-0.11911533597792943,0.0005601050112167274,0.0005457352059547532,0.0005509656839683102,0.01365642427841225,,0.0020122660475146406,,75,dead_layer_0,-0.004625480669175942,0.14734940907596014,167966095.0,164255790.0,1619310.0,-0.11648412503827169,0.00014840526633017476,-6.207311295348326e-05
231,125,740,-0.11702766049667827,-0.11752508083792036,-0.11889108078511477,0.0005999272358595108,0.0005910793156271072,0.0005803212076806604,0.011543548263224204,,0.0017212106562958787,,75,dead_layer_0,-0.004881116428990499,0.1491058569728829,159641253.0,155748297.0,1619310.0,-0.11599184429334847,0.00015160115723649085,-6.516963129769989e-05
232,150,740,-0.11692376345449118,-0.11769835254882016,-0.11882924154108164,0.0006538374678152889,0.000640335873725022,0.0006355451367482522,0.009573060781452572,,0.0014734086909676072,,75,dead_layer_0,-0.0053483900806396345,0.1539119749267944,150666481.0,146669633.0,1619310.0,-0.11567696498134046,0.00015545250121376113,-7.132288279467762e-05
233,175,740,-0.11700444340229683,-0.1176556108746546,-0.1187180935795216,0.0007226965731847949,0.0007102413811653997,0.0007025558707973561,0.00899429945097268,,0.0016017711630633476,,75,dead_layer_0,-0.00591785000596189,0.17808737320727358,141204621.0,137159752.0,1601538.0,-0.11531736113140359,0.00015996616117458967,-7.876232827274436e-05
234,190,740,-0.11677337514544985,-0.11745253318393606,-0.11831040156250883,0.0007991248066802957,0.0007891206534306234,0.0007559192062206672,0.007270983210505319,,0.0015297285777818319,,75,dead_layer_0,-0.00638928780764285,0.2103881323191116,131399000.0,127359893.0,1554369.0,-0.11467362829084055,0.00016520313692537232,-8.437159175873604e-05
235,200,740,-0.11677337514544985,-0.11745253318393606,-0.11831040156250883,0.0007991248066802957,0.0007891206534306234,0.0007559192062206672,0.007270983210505319,,0.0015297285777818319,,75,dead_layer_0,-0.00638928780764285,0.2103881323191116,131399000.0,127359893.0,1554369.0,-0.11467362829084055,0.00016520313692537232,-8.437159175873604e-05
236,225,740,-0.11678526449625948,-0.11770747162930062,-0.1185575733351103,0.0009045630247578953,0.000884450417061205,0.0008469876786512309,0.007189005154108412,,0.0017322044486683908,,75,dead_layer_0,-0.0071441043775176466,0.24095189967675307,121369623.0,117380511.0,1485334.0,-0.11466088628284872,0.0001712342514250617,-9.470950669925626e-05
237,250,740,-0.1167641711986813,-0.11753643592268567,-0.11817239752216836,0.0010346663137676872,0.00100967583235041,0.0009489825742886694,0.005379999083303536,,0.0017376278624785923,,75,dead_layer_0,-0.008030492688537071,0.32297921162685755,111245033.0,107343483.0,1400209.0,-0.11402789322279334,0.00017814487104651154,-0.00010572274120289354
238,275,740,-0.11706963091575504,-0.11810919774501807,-0.11853265233355557,0.0011850254876586209,0.001129801892281111,0.0010826988835731578,0.0035828568747971975,,0.001764555140265456,,75,dead_layer_0,-0.00913418254175567,0.4924994779104416,101129468.0,97353706.0,1302349.0,-0.11410712638853379,0.0001860765410932049,-0.0001209292848685616
239,300,740,-0.11707501622783366,-0.11846245395041875,-0.11868030154621186,0.0013847416927120076,0.0013096753498856419,0.0012652996154834625,0.0018501142991569268,,0.0018472308232265068,,75,dead_layer_0,-0.010661412205721258,0.9984414606536829,91130740.0,87517987.0,1195472.0,-0.11397538402384803,0.0001951985081682704,-0.00014146363586448618
240,50,600,-0.1175232715296296,-0.11898065499298724,-0.1203595069896315,0.000678735068313064,0.0006911399421895176,0.0008130536162113701,0.01158696277235258,,0.001676206437639669,,0,dead_layer_630,-0.006755208928210478,0.1446631417198674,174136632.0,170095536.0,2970609.0,-0.11756638806530448,0.0001454612331478692,-9.34805657646897e-05
241,75,600,-0.1177499158438713,-0.11894308240089628,-0.12032433250438553,0.0006938501861097926,0.0007350411558870466,0.0008650080013624462,0.011610172345383453,,0.0017841832990035593,,0,dead_layer_630,-0.007188969872996543,0.15367414418382885,167702888.0,163530265.0,2864341.0,-0.11733053744661977,0.00014778118292107148,-9.935228585820574e-05
242,100,600,-0.11748958429986098,-0.11850356365613009,-0.11973955451880616,0.0007237181195603636,0.0007245859137604414,0.0008279095166273779,0.010411114294480779,,0.001722627212553808,,0,dead_layer_630,-0.006914252520434651,0.16546040739049617,160204110.0,155963110.0,2735416.0,-0.11656975162976507,0.00015076910114340732,-9.434754555322354e-05
243,125,600,-0.11690238344601246,-0.11803128420396294,-0.11910983708779388,0.0006824774467953942,0.000727696798336728,0.0008009709279546716,0.009106555033891382,,0.0016783640399376108,,0,dead_layer_630,-0.0067246412852054295,0.18430284928728072,151873297.0,147621048.0,2591902.0,-0.11577492110419779,0.00015442486854946988,-9.054149670864187e-05
244,150,600,-0.11637457270179753,-0.1175229932027599,-0.11859258453278479,0.0006774010541487675,0.0007417292047719373,0.0008281458401189192,0.009059073992761197,,0.0018771578056480866,,0,dead_layer_630,-0.006983116553041975,0.20721298966627943,142900254.0,138683524.0,2437097.0,-0.11509313022826739,0.00015876743915995564,-9.308095983134812e-05
245,175,600,-0.11605011926710332,-0.11679658649647744,-0.11780651799348053,0.0007380901148175228,0.000704646191726153,0.0007967200615470746,0.00858728847084577,,0.00211160947868859,,0,dead_layer_630,-0.006762953995390692,0.24589944612407036,133439894.0,129297471.0,2275154.0,-0.11414940755178528,0.0001638450204024047,-8.86712202634922e-05
246,190,600,-0.11561460902110535,-0.11685918926504714,-0.11790808979101831,0.0008025989478385173,0.0008085434735912861,0.0009130900644316427,0.00890634288065877,,0.0024156465704474606,,0,dead_layer_630,-0.0077440832605295724,0.27122766356697736,123631641.0,119592656.0,2108142.0,-0.11405609039836627,0.00016972123634455537,-0.00010178396439306113
247,200,600,-0.11561460902110535,-0.11685918926504714,-0.11790808979101831,0.0008025989478385173,0.0008085434735912861,0.0009130900644316427,0.00890634288065877,,0.0024156465704474606,,0,dead_layer_630,-0.0077440832605295724,0.27122766356697736,123631641.0,119592656.0,2108142.0,-0.11405609039836627,0.00016972123634455537,-0.00010178396439306113
248,225,600,-0.11564004514271645,-0.1165532798864056,-0.11735978369645751,0.0009339730675170797,0.0009235992962317812,0.0010102131354516974,0.0068697922274877105,,0.00252780019342774,,0,dead_layer_630,-0.008607830584150869,0.3679587547514751,113601373.0,109700848.0,1938725.0,-0.11333021294203868,0.0001765228700427857,-0.00011205636398782671
249,250,600,-0.11634799573335453,-0.11737943593035721,-0.1182158046550041,0.0010149094356616596,0.0009700182421471061,0.0010754762350921945,0.0070767682638515125,,0.002976830134648593,,0,dead_layer_630,-0.009097567268867457,0.42064824276561247,103476229.0,99742934.0,1767981.0,-0.11395072390453045,0.00018437444631938337,-0.00011997466698184948
250,275,600,-0.11615176905233261,-0.1174110516257996,-0.11784185087057274,0.0012117064341765332,0.0011650491811540558,0.0012715618507406414,0.003676199660754812,,0.0029018118517195155,,0,dead_layer_630,-0.010790409700346735,0.7893509927378928,93366057.0,89834410.0,1596072.0,-0.11338438707190868,0.00019348604315176288,-0.0001414883780833267
251,300,600,-0.11737029859249325,-0.11875345953900408,-0.11900690441827895,0.0012724666311746684,0.0011586565573370761,0.0013780094395528734,0.00217669042431225,,0.0034039259724880097,,0,dead_layer_630,-0.01157923942555065,1.563808033732458,83370587.0,80062831.0,1424676.0,-0.11428526557302303,0.00020406919654215666,-0.00015459601552244749
252,50,625,-0.11760224143199048,-0.11906975365518414,-0.12042565824882208,0.0006520027067630223,0.000665683240324973,0.0007787250286304819,0.01139801740469862,,0.0016124401335849516,,0,dead_layer_630,-0.0064664378003356175,0.1414667197226996,176833298.0,172586148.0,3014451.0,-0.11753329668447754,0.00014413826798335876,-8.943577777675308e-05
253,75,625,-0.11782397169881328,-0.11903976062938218,-0.12039642722781796,0.0006639595010934012,0.0007063164113014889,0.0008264244891761259,0.011407611144453284,,0.0017119431674442378,,0,dead_layer_630,-0.0068641944632820305,0.15007025973852858,170399554.0,166020877.0,2908183.0,-0.1173026570012561,0.0001463928627312341,-9.481977997361282e-05
254,100,625,-0.11758228198441162,-0.11862886366457502,-0.1198445006681726,0.0006919891081544541,0.0006985209921124515,0.0007922101236300727,0.010241228585652181,,0.0016441493426318766,,0,dead_layer_630,-0.006610316862377832,0.16054219753822377,162900776.0,158453722.0,2779258.0,-0.11657284672544121,0.00014929407668478437,-9.02059226330742e-05
255,125,625,-0.11703402630633716,-0.11819330479219924,-0.11925665274158741,0.000656655695005774,0.0007054421402653933,0.0007701490443817499,0.008976896175259328,,0.0015919434878178893,,0,dead_layer_630,-0.006457912633608423,0.17733785227519364,154569963.0,150111660.0,2635744.0,-0.11581690104359563,0.00015283942229007744,-8.702257059099476e-05
256,150,625,-0.11655094897182036,-0.11773245469052386,-0.1187852522565109,0.0006578028438064117,0.0007254982320343177,0.0008000837322112404,0.008913952736927192,,0.0017718820858303307,,0,dead_layer_630,-0.006735547696472445,0.19877624866576665,145596920.0,141174136.0,2480939.0,-0.11517692377596296,0.00015704422831649314,-8.993529900443816e-05
257,175,625,-0.11627088532812986,-0.11707747650317216,-0.11807136258804234,0.0007189085749296133,0.0007088819475255879,0.0007847322726741464,0.008445006459964901,,0.0019804799170997207,,0,dead_layer_630,-0.0066462540574899745,0.23451490848332068,136136560.0,131788083.0,2318996.0,-0.11429992452193605,0.00016195125090250726,-8.743710198080508e-05
258,190,625,-0.11589824078037501,-0.11718303170842345,-0.11821088217124662,0.0007873172426103593,0.000806622205415036,0.0008917326916016829,0.00872175022956466,,0.00225266361066593,,0,dead_layer_630,-0.0075435753056124835,0.25828114213015824,126328307.0,122083268.0,2151984.0,-0.11423861485477457,0.0001676168160049784,-9.952806152315595e-05
259,200,625,-0.11589824078037501,-0.11718303170842345,-0.11821088217124662,0.0007873172426103593,0.000806622205415036,0.0008917326916016829,0.00872175022956466,,0.00225266361066593,,0,dead_layer_630,-0.0075435753056124835,0.25828114213015824,126328307.0,122083268.0,2151984.0,-0.11423861485477457,0.0001676168160049784,-9.952806152315595e-05
260,225,625,-0.11597273697126673,-0.1169559697676775,-0.11775356963988821,0.0009084188568189305,0.0009231274575872289,0.0009945453769287895,0.006783490344800944,,0.00233467717280663,,0,dead_layer_630,-0.008445989195659118,0.34417048659853866,116298039.0,112191460.0,1982567.0,-0.11359559466097904,0.00017415634550476135,-0.00011056113848757354
261,250,625,-0.11669256829456635,-0.11780087320923224,-0.11862441931983926,0.0009724989883904572,0.000958264754009539,0.0010443988579962467,0.006959177232737094,,0.0027268984314720015,,0,dead_layer_630,-0.008804248433708261,0.39184207274449495,106172895.0,102233546.0,1811823.0,-0.11422307952757693,0.000181680014565303,-0.00011673789755103899
262,275,625,-0.11658451484122502,-0.11791888129591063,-0.11836706566192935,0.0011531842020237905,0.0011373753377289836,0.001232451013488528,0.0038045647341596453,,0.0026323380352330653,,0,dead_layer_630,-0.010412110890782384,0.6918894063224549,96062723.0,92325022.0,1639914.0,-0.11376152580343857,0.0001903758458715487,-0.00013753819706095757
263,300,625,-0.11778769219206152,-0.11925454417336408,-0.11954548025636604,0.0011861743120812247,0.0011144226486782365,0.0013088847341808454,0.0024665839618046082,,0.0030591753850918004,,0,dead_layer_630,-0.01094884333037045,1.2402478214662673,86067253.0,82553443.0,1468518.0,-0.11466487713104472,0.0002004263375567519,-0.00014721879001162907
264,50,650,-0.11765531612563022,-0.11911214588579988,-0.12046586754386632,0.0006274931572221193,0.0006401259499530738,0.0007481512180428179,0.011380549835948746,,0.0015471470459205296,,0,dead_layer_630,-0.006210482963320601,0.1359465990855222,178893152.0,174469287.0,3046954.0,-0.11748685616660608,0.00014312347414481243,-8.582092307539851e-05
265,75,650,-0.1178722171526943,-0.11908597956585378,-0.12044029195753361,0.0006369950818184077,0.0006777572365971668,0.0007922589615752737,0.011388673427394752,,0.0016389729391295782,,0,dead_layer_630,-0.006578022592760059,0.14391254166504852,172459408.0,167904016.0,2940686.0,-0.1172589477280497,0.00014532860782321346,-9.079133515267683e-05
266,100,650,-0.1176439944328048,-0.11869445121459926,-0.11991275350960144,0.0006630460998393301,0.0006702673078684403,0.0007594964581096715,0.010262957855229252,,0.001569660181948876,,0,dead_layer_630,-0.006333742124009007,0.15294422953798764,164960630.0,160336861.0,2811761.0,-0.11655165533495009,0.0001481643379815118,-8.639010425539835e-05
267,125,650,-0.11712466978959936,-0.11828327539808488,-0.11935552437880986,0.000631044728003548,0.0006775438482839571,0.0007397945334161477,0.009049922694157466,,0.0015164892778195404,,0,dead_layer_630,-0.006198242915578773,0.16756930739293163,156629817.0,151994799.0,2668247.0,-0.11582353401777137,0.00015162646971702664,-8.35255858606674e-05
